Category,Item Name,Item URL,Item URI,Attribute 1,Value 1,Schema URI 1,Attribute 2,Value 2,Schema URI 2,Attribute 3,Value 3,Schema URI 3,Attribute 4,Value 4,Schema URI 4,Attribute 5,Value 5,Schema URI 5
games,Bayonetta 3,https://store.nintendo.nl/nl/bayonetta-3-70010000046401,70010000046401,name,Bayonetta 3,https://schema.org/name,description,De heks is terug… en sterker dan ooit!,https://schema.org/description,sku,70010000046401,https://schema.org/sku,price,59.99,https://store.nintendo.nl/nl/bayonetta-3-70010000046401,image,MNS/NOE/70010000046401/1.1_ProductTile_Switch_Bayonetta3_KeyArt_enNOE(1),https://store.nintendo.nl/nl/bayonetta-3-70010000046401
games,Xenoblade Chronicles 3,https://store.nintendo.nl/nl/xenoblade-chronicles-3-70010000053337,70010000053337,name,Xenoblade Chronicles 3,https://schema.org/name,description,"""Vechten om te leven... en leven om te vechten.""_x000D_
Bestel en ontvang een GRATIS notitieboekje (zolang de voorraad strekt)._x000D_
",https://schema.org/description,sku,70010000053337,https://schema.org/sku,price,59.99,https://store.nintendo.nl/nl/xenoblade-chronicles-3-70010000053337,image,MNS/NOE/70010000053337/1.1_ProductTile_Switch_XenobladeChronicles3_KeyArt_enNOE,https://store.nintendo.nl/nl/xenoblade-chronicles-3-70010000053337
games,Triangle Strategy™,https://store.nintendo.nl/nl/triangle-strategy-70010000046321,70010000046321,name,Triangle Strategy™,https://schema.org/name,description,"Waar brengt jouw gevoel van gerechtigheid je naartoe in TRIANGLE STRATEGY, een tactische RPG van Square Enix voor de Nintendo Switch? Bestel en ontvang een GRATIS verzamelkaartenset (zolang de voorraad strekt).",https://schema.org/description,sku,70010000046321,https://schema.org/sku,price,59.99,https://store.nintendo.nl/nl/triangle-strategy-70010000046321,image,MNS/NOE/70010000046321/1.1_ProductTile_Switch_TriangleStrategy_KeyArt_enNOE,https://store.nintendo.nl/nl/triangle-strategy-70010000046321
games,Pokémon Legends: Arceus,https://store.nintendo.nl/nl/pokemon-legends-arceus-P00045,P00045,name,Pokémon Legends: Arceus,https://schema.org/name,description,"Vang, volg en onderzoek wilde Pokémon om de eerste Pokédex van de regio Sinnoh in Pokémon Legends: Arceus te maken en te voltooien._x000D_
",https://schema.org/description,sku,P00045,https://schema.org/sku,price,59.99,https://store.nintendo.nl/nl/pokemon-legends-arceus-P00045,image,MNS/NOE/P00045/1.1_ProductTile_Switch_PokémonLegendsArceus_KeyArt_enNOE_v2,https://store.nintendo.nl/nl/pokemon-legends-arceus-P00045
games,Metroid Dread,https://store.nintendo.nl/nl/metroid-dread-70010000042925,70010000042925,name,Metroid Dread,https://schema.org/name,description,"Sluit je aan bij premiejager Samus Aran terwijl ze ontsnapt aan een dodelijke buitenaardse wereld die wordt geplaagd door een mechanische dreiging in Metroid Dread voor de Nintendo Switch. Bestel en ontvang een GRATIS sleutelhanger, stickervel en dubbelzijdige A2-poster (zolang de voorraad strekt).",https://schema.org/description,sku,70010000042925,https://schema.org/sku,price,59.99,https://store.nintendo.nl/nl/metroid-dread-70010000042925,image,MNS/NOE/70010000042925/SQ_NSwitch_MetroidDread,https://store.nintendo.nl/nl/metroid-dread-70010000042925
games,Shin Megami Tensei V,https://store.nintendo.nl/nl/shin-megami-tensei-v-P00070,P00070,name,Shin Megami Tensei V,https://schema.org/name,description,"Speel in Shin Megami Tensei V als een middelbare scholier die nieuw gevonden krachten moet gebruiken om zich met behulp van een opdrachtensysteem door een met demonen besmette woestenij te vechten._x000D_
",https://schema.org/description,sku,P00070,https://schema.org/sku,price,59.99,https://store.nintendo.nl/nl/shin-megami-tensei-v-P00070,image,MNS/NOE/P00070/SMT5_Standard_DigitalBoxArt_1000x1000,https://store.nintendo.nl/nl/shin-megami-tensei-v-P00070
games,Gamestudio,https://store.nintendo.nl/nl/gamestudio-P00075,P00075,name,Gamestudio,https://schema.org/name,description,Ontdek hoe je games kunt maken bij Nintendo!,https://schema.org/description,sku,P00075,https://schema.org/sku,price,29.99,https://store.nintendo.nl/nl/gamestudio-P00075,image,MNS/NOE/P00075/1.1_ProductTile_Switch_GameBuilderGarage_KeyArt_HOL_NOE,https://store.nintendo.nl/nl/gamestudio-P00075
games,Challenger Pack 10: Kazuya,https://store.nintendo.nl/nl/challenger-pack-10-kazuya-P00073,P00073,name,Challenger Pack 10: Kazuya,https://schema.org/name,description,Kazuya maakt zich klaar voor het volgende gevecht in Challenger Pack 10.,https://schema.org/description,sku,P00073,https://schema.org/sku,price,5.99,https://store.nintendo.nl/nl/challenger-pack-10-kazuya-P00073,image,MNS/NOE/P00073/SQ_NSwitch_SSBU_Kazuya,https://store.nintendo.nl/nl/challenger-pack-10-kazuya-P00073
games,Monster Hunter Rise,https://store.nintendo.nl/nl/monster-hunter-rise-70010000029015,70010000029015,name,Monster Hunter Rise,https://schema.org/name,description,Demo voor de immens grote DLC uitbreiding Sunbreak nu beschikbaar!,https://schema.org/description,sku,70010000029015,https://schema.org/sku,price,39.99,https://store.nintendo.nl/nl/monster-hunter-rise-70010000029015,image,MNS/NOE/70010000029015/SQ_NSwitch_MonsterHunterRise,https://store.nintendo.nl/nl/monster-hunter-rise-70010000029015
games,Bravely Default II,https://store.nintendo.nl/nl/bravely-default-ii-70010000028618,70010000028618,name,Bravely Default II,https://schema.org/name,description,"Vier helden, vier kristallen, één legendarisch avontuur!",https://schema.org/description,sku,70010000028618,https://schema.org/sku,price,59.99,https://store.nintendo.nl/nl/bravely-default-ii-70010000028618,image,MNS/NOE/70010000028618/SQ_NSwitch_BravelyDefaultII,https://store.nintendo.nl/nl/bravely-default-ii-70010000028618
games,Challenger Pack van Min Min,https://store.nintendo.nl/nl/challenger-pack-van-min-min-70050000018967,70050000018967,name,Challenger Pack van Min Min,https://schema.org/name,description,Wie is er op zoek naar actie? De ramenminnende Min Min uit ARMS mengt zich in het gevecht in Challenger Pack 6!,https://schema.org/description,sku,70050000018967,https://schema.org/sku,price,5.99,https://store.nintendo.nl/nl/challenger-pack-van-min-min-70050000018967,image,MNS/NOE/70050000018967/SQ_NSwitch_SuperSmashBrosUltimate_MinMin_NoText,https://store.nintendo.nl/nl/challenger-pack-van-min-min-70050000018967
